,Country Name,Country Code,Indicator Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
241,Tunisia,TUN,"International tourism, number of departures",2250000.0,2303000.0,2897000.0,2873000.0,2637000.0,,1830000.0,,2515000.0,,
242,Turkey,TUR,"International tourism, number of departures",6557000.0,6282000.0,5803000.0,7526000.0,7982000.0,8751000.0,7892000.0,8887000.0,8383000.0,,
243,Tuvalu,TUV,"International tourism, number of departures",,2100.0,,,,,,,,,
244,Tanzania,TZA,"International tourism, number of departures",,,,,,,,,,,
245,Uganda,UGA,"International tourism, number of departures",324000.0,367000.0,469000.0,471000.0,511000.0,523000.0,568000.0,,,,
246,Ukraine,UKR,"International tourism, number of departures",17180000.0,19773000.0,21433000.0,23761000.0,22438000.0,23142000.0,24668000.0,26437000.0,27811000.0,,
247,Upper middle income,UMC,"International tourism, number of departures",186683510.12098,212994302.06832,237477586.595507,267472038.769231,283722496.669973,288755917.787035,303153424.630871,329890505.04105,338850617.463987,,
248,Uruguay,URY,"International tourism, number of departures",1027000.0,1534000.0,1816000.0,2281000.0,2396000.0,2217000.0,1715000.0,1789000.0,1947000.0,,
249,United States,USA,"International tourism, number of departures",61061000.0,59209000.0,60697000.0,61344000.0,68185000.0,74191000.0,80223000.0,87657000.0,92564000.0,,
250,Uzbekistan,UZB,"International tourism, number of departures",,,,,,,,,,,
251,St. Vincent and the Grenadines,VCT,"International tourism, number of departures",,,,,,,,,,,
252,"Venezuela, RB",VEN,"International tourism, number of departures",1477000.0,1719000.0,1734000.0,1931000.0,1589000.0,1539000.0,1530000.0,1079000.0,,,
253,British Virgin Islands,VGB,"International tourism, number of departures",151000.0,145000.0,139000.0,,,,,,,,
254,Virgin Islands (U.S.),VIR,"International tourism, number of departures",,,,,,,,,,,
255,Vietnam,VNM,"International tourism, number of departures",,,,,,,,,,,
256,Vanuatu,VUT,"International tourism, number of departures",21000.0,22000.0,23000.0,26000.0,26000.0,27000.0,25000.0,28000.0,29000.0,,
257,World,WLD,"International tourism, number of departures",1073419847.66532,1121785186.25625,1179078185.12644,1237552110.02009,1283554402.44012,1336347111.14063,1412965845.84501,1504553382.63909,1563555557.74832,,
258,Samoa,WSM,"International tourism, number of departures",56000.0,57000.0,56000.0,51000.0,57000.0,54000.0,,55000.0,64000.0,,
259,Kosovo,XKX,"International tourism, number of departures",,,,,,,,,,,
260,"Yemen, Rep.",YEM,"International tourism, number of departures",,,,,,,,,,,
261,South Africa,ZAF,"International tourism, number of departures",,,,,,,,,,,
262,Zambia,ZMB,"International tourism, number of departures",,,,,,,,,,,
263,Zimbabwe,ZWE,"International tourism, number of departures",650000.0,693000.0,720000.0,2946000.0,3182000.0,3393000.0,3192000.0,2768000.0,2987000.0,,
