,Country Name,Country Code,Indicator Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
168,North America,NAC,"International tourism, number of departures",89758021.2704454,89676005.7174186,92990634.2873059,94332888.8258662,101722290.115645,106478192.001527,111522148.512675,120739896.521148,118619494.418504,,
169,Namibia,NAM,"International tourism, number of departures",,,,,,,,,,,
170,New Caledonia,NCL,"International tourism, number of departures",132000.0,124000.0,121000.0,121000.0,124000.0,127000.0,134000.0,135000.0,139000.0,,
171,Niger,NER,"International tourism, number of departures",,,,,,,,,,,
172,Nigeria,NGA,"International tourism, number of departures",,,,,,,,,,,
173,Nicaragua,NIC,"International tourism, number of departures",908000.0,912000.0,979000.0,994000.0,959000.0,925000.0,981000.0,982000.0,974000.0,,
174,Netherlands,NLD,"International tourism, number of departures",18368000.0,18560000.0,18628000.0,18094000.0,17928000.0,18070000.0,17938000.0,22095000.0,22115000.0,,
175,Norway,NOR,"International tourism, number of departures",7590000.0,8130000.0,9250000.0,9280000.0,9190000.0,8750000.0,8030000.0,8170000.0,8110000.0,,
176,Nepal,NPL,"International tourism, number of departures",765000.0,774000.0,862000.0,983000.0,,,,1197000.0,,,
177,Nauru,NRU,"International tourism, number of departures",,,,,,,,,,,
178,New Zealand,NZL,"International tourism, number of departures",2026000.0,2096000.0,2172000.0,2197000.0,2276000.0,2412000.0,2611000.0,2853000.0,3038000.0,,
179,OECD members,OED,"International tourism, number of departures",491935700.379071,497900391.141503,509129746.500212,519721975.177854,538581418.397508,562799483.26033,596453494.656475,631416814.961367,658490080.038815,,
180,Oman,OMN,"International tourism, number of departures",1873000.0,2446000.0,2888000.0,3103000.0,3358000.0,3838000.0,4167000.0,4473000.0,3350000.0,,
181,Other small states,OSS,"International tourism, number of departures",,,,,,,,,,,
182,Pakistan,PAK,"International tourism, number of departures",,,,,,,,,,,
183,Panama,PAN,"International tourism, number of departures",392000.0,414000.0,447000.0,619000.0,853000.0,740000.0,770000.0,917000.0,681000.0,,
184,Peru,PER,"International tourism, number of departures",2058000.0,2132000.0,2296000.0,2364000.0,2442000.0,2595000.0,2751000.0,2875000.0,3078000.0,,
185,Philippines,PHL,"International tourism, number of departures",,,,,3488000.0,5115000.0,5703000.0,,,,
186,Palau,PLW,"International tourism, number of departures",,,,,,,,,,,
187,Papua New Guinea,PNG,"International tourism, number of departures",,,,,,,,,,,
188,Poland,POL,"International tourism, number of departures",7100000.0,6300000.0,9300000.0,10050000.0,10300000.0,10900000.0,11300000.0,12000000.0,12800000.0,,
