code,ISO3V10,Country,Regions,GDPCAP,GDPgroup,Population,Landarea,Landlock,No_forest,No_electricity,No_AZE,EPI,EH,EV,EHEH,EHAIR,EHWATER,EVAIR,EVWATER,EVBH,EVAG,EVFOREST,EVFISH,CLIMATE,CHMORT_pt,INDOOR_pt,PM25_pt,WATSUP_pt,ACSAT_pt,SO2CAP_pt,SO2GDP_pt,WATUSE_pt,PACOV_pt,MPAEEZ_pt,AZE_pt,AGSUB_pt,POPs_pt,FORGRO_pt,FORLOSS_pt,FORCOV_pt,FSOC_pt,TCEEZ_pt,CO2CAP_pt,CO2GDP_pt,CO2KWH_pt,RENEW_pt,CHMORT_mrya,INDOOR_mrya,PM25_mrya,WATSUP_mrya,ACSAT_mrya,SO2CAP_mrya,SO2GDP_mrya,WATUSE_mrya,PACOV_mrya,MPAEEZ_mrya,AZE_mrya,AGSUB_mrya,POPs_mrya,FORGRO_mrya,FORLOSS_mrya,FORCOV_mrya,FSOC_mrya,TCEEZ_mrya,CO2CAP_mrya,CO2GDP_mrya,CO2KWH_mrya,RENEW_mrya,WATSUPINV,ACSATINV,WATUSEINV,FORCOVINV,FORGROINV,CHMORT_tr,INDOOR_tr,PM25_tr,WATSUP_tr,ACSAT_tr,SO2CAP_tr,SO2GDP_tr,WATUSE_tr,MPAEEZ_tr,AGSUB_tr,FORGRO_tr,FORLOSS_tr,FORCOV_tr,FSOC_tr,TCEEZ_tr,CO2CAP_tr,CO2GDP_tr,CO2KWH_tr
533,ABW,Aruba,Americas,22072.50,Upper,107488,183.02,0,1,0,,..,..,..,78.23,..,100.00,..,48.16,0.09,0.00,..,41.16,..,78.23,..,..,100,..,..,..,48.16,0.18,0.00,..,..,0.00,..,..,..,0.00,82.31,..,..,..,..,0.0025,-9999,-9999,100,-8888,-9999,-9999,-0.686,0.03,0.00000000,-7777,-9999,0,-7777,-7777,-9999,1.00,0.000116,-9999,-9999,-9999,-9999,0,..,0.686,..,..,-5.88,..,..,0.00,..,..,..,-0.38,-13.66,..,..,..,..,0.07,-9.06,..,..,..
4,AFG,Afghanistan,Asia & Pacific,879.03,Lower,34385068,643030.37,1,0,0,,..,15.96,..,9.35,35.49,9.64,..,3.12,1.45,0.00,90.14,..,..,9.35,2.18,68.80,9.40,9.89,..,..,3.12,2.18,..,0.00,..,0.00,100.00,70.42,100.00,..,..,..,..,..,..,0.0725,86,16.09,48,37,-9999,-9999,-33.881,0.37,-7777,0.00,-9999,0,1.547,0.06,1.000,-7777,-7777,-9999,-9999,-9999,-9999,52,63,33.881,0.0000,0.0000,-2.62,4.46,2.80,3.97,4.16,..,..,3.52,..,..,-7.80,-2.73,-8.56,..,..,..,..,..
24,AGO,Angola,Sub-Saharan Africa,5454.38,Middle,19081912,1254991.88,0,0,0,,47.57,20.84,59.02,10.27,48.70,14.14,72.23,59.34,41.20,66.67,83.39,30.54,68.90,10.27,8.91,88.49,10.27,18.00,74.56,69.89,59.34,65.59,26.43,0.00,100,0.00,95.73,100.00,54.44,46.15,14.94,100.00,56.33,18.52,76.05,0.0694,54,11.66,50,57,0.97,0.27,-0.260,11.15,0.00470533,0.00,0.0000,0,0.989,0.01,0.989,0.33,0.193227,698.37,0.24,213.33,76.05,50,43,0.260,0.0106,0.0108,-2.66,3.99,3.08,3.93,3.78,0.22,-1.08,-1.34,-5.36,-7.48,-4.49,-4.20,-4.53,-0.90,-1.64,6.59,-1.23,5.37
660,AIA,Anguilla,Americas,11600.98,Middle,14766,83.77,0,1,0,,..,..,..,..,..,..,..,64.02,52.27,66.67,100.00,48.46,..,..,..,..,..,..,..,..,64.02,29.59,52.29,..,100,0.00,..,100.00,100.00,0.00,96.92,..,..,..,..,-9999,-9999,-9999,-8888,-8888,-9999,-9999,-0.173,5.03,0.06949738,-7777,0.0000,0,-8888,0.00,1.000,1.00,0.000023,-9999,-9999,-9999,-9999,..,..,0.173,0.0000,..,..,..,..,..,..,..,..,-1.75,-2.67,-7.48,..,-5.30,-8.56,0.07,-10.67,..,..,..
8,ALB,Albania,Eastern Europe & Central Asia,7667.37,Middle,3204284,29000.15,0,0,0,,65.85,82.19,58.85,78.23,100.00,72.28,57.54,23.19,61.72,66.67,58.34,17.40,85.85,78.23,..,100,68.36,76.20,56.89,58.19,23.19,59.06,76.58,..,100,0.00,42.93,70.42,61.67,11.34,23.47,100.00,68.84,78.95,99.39,0.0025,-9999,7.60,97,98,3.29,0.54,-5.962,10.04,0.87289839,-7777,0.0000,0,0.955,0.06,0.992,0.77,0.075545,854.54,0.15,1.90,99.39,3,2,5.962,0.0077,0.0446,-5.88,..,2.87,1.39,1.10,1.27,-0.49,1.79,-0.14,-7.48,-3.10,-2.73,-4.85,-0.17,-2.58,6.78,-1.61,0.88
20,AND,Andorra,Europe,43519.73,Upper,84864,464.85,1,0,0,,..,..,..,..,100.00,100.00,..,..,33.71,0.00,100.00,..,..,..,100,..,100,100,..,..,..,33.71,..,..,..,0.00,..,100.00,100.00,..,..,..,..,..,..,-9999,0,-9999,100,100,-9999,-9999,-8888,5.73,-7777,-7777,-9999,0,-8888,0.01,1.000,-7777,-7777,-9999,-9999,-9999,-9999,0,0,..,0.0000,..,..,-2.30,..,0.00,0.00,..,..,..,..,..,..,-4.20,-8.56,..,..,..,..,..
530,ANT,Netherlands Antilles,Americas,16200.00,Upper,227049,805.53,0,0,0,,..,..,31.31,80.63,..,..,9.34,42.25,52.99,0.00,91.54,42.41,1.80,80.63,..,..,..,..,4.20,14.47,42.25,84.29,52.61,..,..,0.00,..,74.61,100.00,0.00,84.81,0.00,0.00,11.99,0.00,0.0022,-9999,-9999,-9999,-9999,82.15,5.46,-1.145,14.33,0.07187334,-7777,-9999,0,-8888,0.05,1.000,1.00,0.000088,25099.67,1.72,346.69,0.00,..,..,1.145,0.0000,..,-5.99,..,..,..,..,4.41,1.71,0.14,-2.63,..,..,-2.90,-8.56,0.07,-9.33,10.13,0.57,5.85
784,ARE,United Arab Emirates,Middle East & North Africa,34750.51,Upper,7511690,79534.68,0,1,0,,50.91,87.69,35.15,91.43,82.94,84.98,32.53,10.27,85.72,28.24,100.00,28.67,2.78,91.43,100,65.87,100,69.96,15.24,49.81,10.27,86.94,81.52,..,42.36,0.00,100,..,100,28.56,28.78,0.00,6.27,3.93,0.00,0.0012,0,16.87,100,97,42.41,0.86,-18.245,14.78,1.45866663,-7777,0.0508,0,1.050,-7777,1.016,0.52,0.042102,31972.60,1.26,631.20,0.00,0,3,18.245,0.0000,0.0000,-6.50,-2.30,3.29,0.00,1.39,3.75,-0.07,2.90,0.38,-2.97,-7.80,..,-8.56,-0.53,-3.17,10.37,0.27,6.45
32,ARG,Argentina,Americas,14362.62,Upper,40412376,2786353.16,0,0,0,,56.48,80.75,46.09,82.39,100.00,58.20,61.72,24.58,43.05,92.42,50.51,16.55,44.99,82.39,100,100,68.36,48.04,56.27,67.17,24.58,29.12,59.37,61.92,100,77.27,100.00,27.11,24.41,33.11,0.00,56.47,53.41,14.36,29.18,0.0020,0,4.87,97,90,3.42,0.32,-5.287,4.95,0.14528432,61.92,-0.2283,17,1.605,0.36,0.961,0.46,1.121604,4136.59,0.27,290.74,27.79,3,10,5.287,0.0392,0.0000,-6.07,-2.30,2.70,1.39,2.40,1.31,-0.94,1.67,-1.93,-7.48,-7.80,-1.01,-3.23,-0.63,0.11,8.33,-1.15,5.67
51,ARM,Armenia,Eastern Europe & Central Asia,4838.93,Middle,3092072,29635.92,1,0,0,,47.48,63.81,40.48,76.77,46.03,55.66,34.10,1.09,32.54,65.08,45.13,..,61.56,76.77,19.46,72.60,63.27,48.04,38.64,29.57,1.09,47.12,..,3.38,56.72,81.82,25.71,100.00,9.69,..,..,95.94,52.80,27.69,35.67,0.0027,26,15.12,96,90,10.31,2.52,-40.384,8.01,-7777,3.38,0.0162,18,0.930,0.01,0.926,-7777,-7777,1381.50,0.27,107.68,35.67,4,10,40.384,0.0742,0.0704,-5.81,3.26,3.22,1.61,2.40,2.36,0.95,3.70,..,-4.09,-2.65,-4.20,-2.60,..,..,7.25,-1.13,4.68
16,ASM,American Samoa,Asia & Pacific,7752.80,Middle,68420,205.38,0,1,0,,..,..,..,..,100.00,..,..,89.69,98.47,0.00,100.00,46.89,..,..,100,..,..,..,..,..,89.69,1.29,98.52,..,..,0.00,100.00,..,100.00,19.22,74.57,..,..,..,..,-9999,0,-9999,-9999,-9999,-9999,-9999,-0.018,0.22,8.57455712,-7777,-9999,0,1.000,-7777,1.000,0.64,0.000273,-9999,-9999,-9999,-9999,..,..,0.018,0.0000,0.0000,..,-2.30,..,..,..,..,..,-3.97,2.15,..,-7.80,..,-8.56,-0.34,-8.21,..,..,..
28,ATG,Antigua and Barbuda,Americas,14850.85,Upper,88710,438.15,0,0,0,,..,..,..,..,100.00,54.32,..,60.89,51.25,22.94,86.96,76.26,..,..,100,..,47.45,61.18,..,..,60.89,38.00,51.30,..,34.40,0.00,..,60.89,100.00,100.00,52.53,..,..,..,..,-9999,0,-9999,91,95,-9999,-9999,-0.228,6.46,0.06273925,-7777,0.0951,0,-8888,0.09,1.000,0.00,0.003085,-9999,-9999,-9999,-9999,9,5,0.228,0.0000,..,..,-2.30,..,2.30,1.79,..,..,-1.48,-2.77,-2.35,..,-2.35,-8.56,-2.64,-5.78,..,..,..
36,AUS,Australia,Asia & Pacific,34139.23,Upper,22328800,7716284.08,0,0,0,,56.61,98.99,38.45,97.99,100.00,100.00,10.83,33.21,85.43,34.97,27.19,36.70,13.38,97.99,100,100,100,100,0.00,21.66,33.21,61.24,100,99.90,52.45,0.00,..,20.50,30.54,38.54,34.86,3.35,31.61,0.32,7.31,0.0008,0,1.32,100,100,123.66,3.78,-2.505,10.41,10.11746242,99.90,0.0228,0,-8888,0.47,0.970,0.40,0.021568,17867.10,0.56,825.69,6.25,0,0,2.505,0.0300,..,-6.81,-2.30,2.43,0.00,0.00,4.82,1.35,0.92,2.31,-3.76,..,-0.74,-3.50,-0.74,-3.84,9.79,-0.49,6.72
40,AUT,Austria,Europe,35266.12,Upper,8384745,83879.59,1,0,0,,68.92,98.99,56.03,97.99,100.00,100.00,70.35,45.18,58.00,49.77,79.49,..,46.58,97.99,100,100,100,100,57.21,83.50,45.18,87.00,..,0.00,29.20,90.91,71.64,66.83,100.00,..,..,34.53,56.23,27.73,71.02,0.0008,0,7.65,100,100,3.22,0.10,-0.888,14.79,-7777,0.00,0.1432,20,0.979,0.07,1.006,-7777,-7777,7577.65,0.24,107.37,64.46,0,0,0.888,0.0000,0.0207,-6.81,-2.30,2.87,0.00,0.00,1.25,-1.76,-0.12,..,-1.94,-3.86,-2.59,-8.56,..,..,8.94,-1.23,4.68
31,AZE,Azerbaijan,Eastern Europe & Central Asia,8918.71,Middle,9047932,85712.58,1,0,0,,43.11,51.43,39.55,60.43,63.21,21.65,28.05,5.01,40.18,31.97,100.00,..,44.33,60.43,33.20,93.21,30.52,12.78,32.26,23.84,5.01,40.18,..,..,47.95,0.00,100.00,100.00,100.00,..,..,69.66,47.36,10.20,12.25,0.0062,10,10.79,80,45,15.20,3.38,-28.766,6.83,-7777,-7777,0.0326,0,1.000,0.01,1.000,-7777,-7777,2871.67,0.33,396.00,12.25,20,55,28.766,0.0000,0.0000,-5.04,2.31,3.03,3.04,4.03,2.74,1.24,3.36,..,-3.41,-7.80,-4.20,-8.56,..,..,7.97,-0.96,5.98
108,BDI,Burundi,Sub-Saharan Africa,366.44,Lower,8382849,25267.44,1,0,0,,..,22.16,..,10.98,48.52,18.16,..,51.36,53.34,81.82,39.16,..,..,10.98,0.15,96.89,23.16,13.17,..,..,51.36,30.35,..,99.30,..,81.82,..,79.65,18.92,..,..,..,..,..,..,0.0671,99,10.16,72,46,-9999,-9999,-0.520,5.16,-7777,99.30,-9999,18,-8888,0.04,0.950,-7777,-7777,-9999,-9999,-9999,-9999,28,54,0.520,0.0497,..,-2.70,4.60,3.00,3.37,4.01,..,..,-0.65,..,..,..,-3.10,-3.00,..,..,..,..,..
56,BEL,Belgium,Europe,32824.83,Upper,10879159,30577.47,0,0,0,,63.02,97.23,48.36,94.45,100.00,100.00,53.71,27.10,78.49,45.11,72.25,15.80,30.16,94.45,100,100,100,100,39.58,67.84,27.10,81.12,39.19,..,22.22,90.91,64.68,52.07,100.00,27.87,3.73,26.96,48.52,18.87,6.06,0.0010,0,9.31,100,100,9.73,0.30,-4.251,13.79,0.01776137,-7777,0.2476,20,0.975,0.13,1.007,0.52,0.662969,9332.87,0.32,207.84,1.66,0,0,4.251,0.0000,0.0250,-6.65,-2.30,2.96,0.00,0.00,2.30,-0.97,1.45,-4.03,-1.39,-3.67,-2.00,-8.56,-0.52,-0.41,9.14,-1.00,5.34
204,BEN,Benin,Sub-Saharan Africa,1423.89,Lower,8849892,115937.18,0,0,1,,50.38,21.63,62.70,16.46,39.39,14.19,70.48,50.24,79.80,75.46,45.27,35.04,58.72,16.46,1.05,77.73,25.65,2.74,80.07,60.90,50.24,98.88,0.00,..,81.37,63.64,..,100.00,17.90,37.28,32.80,100.00,40.90,3.96,0.00,0.0517,93,13.91,75,12,0.62,0.46,-0.573,16.81,0.00000000,-7777,0.0019,14,-8888,0.00,0.948,0.42,0.027050,464.54,0.41,629.92,0.00,25,88,0.573,0.0520,..,-2.96,4.53,3.17,3.26,4.49,-0.11,-0.62,-0.56,-13.66,-6.02,..,-5.30,-2.95,-0.72,-3.61,6.20,-0.77,6.45
854,BFA,Burkina Faso,Sub-Saharan Africa,1126.55,Lower,16468714,276366.98,1,1,0,,..,14.86,..,4.96,35.01,14.52,..,28.22,83.82,59.08,72.86,..,..,4.96,1.05,68.97,26.54,2.50,..,..,28.22,83.82,..,..,65.89,45.45,100.00,100.00,18.59,..,..,..,..,..,..,0.0893,93,16.04,76,11,-9999,-9999,-3.859,14.25,-7777,-7777,0.0076,10,0.996,0.00,0.950,-7777,-7777,-9999,-9999,-9999,-9999,24,89,3.859,0.0504,0.0042,-2.41,4.53,3.26,3.22,4.50,..,..,1.35,..,-4.81,-5.38,-5.30,-2.98,..,..,..,..,..
50,BGD,Bangladesh,Asia & Pacific,1485.00,Lower,148692131,138968.65,0,0,0,,42.55,33.90,46.26,49.30,13.66,23.32,63.73,14.20,23.57,66.67,81.39,37.03,60.82,49.30,1.36,25.96,30.52,16.12,75.59,51.87,14.20,10.76,69.34,..,100,0.00,100.00,85.95,58.23,57.08,16.98,100.00,68.06,9.23,4.10,0.0107,91,32.16,80,53,0.90,0.77,-12.988,1.83,0.41038299,-7777,-0.2908,0,2.333,0.03,0.991,0.25,0.154293,312.26,0.15,425.76,4.10,20,47,12.988,0.0089,0.0000,-4.51,4.51,3.74,3.04,3.87,0.16,-0.17,2.56,-0.89,-7.48,-7.80,-3.35,-4.70,-1.13,-1.87,5.83,-1.59,6.06
100,BGR,Bulgaria,Europe,11486.36,Middle,7543325,111464.48,0,0,0,,56.28,92.16,40.90,84.31,100.00,100.00,0.00,14.88,57.25,60.10,100.00,48.04,29.55,84.31,..,100,100,100,0.00,0.00,14.88,53.24,72.93,..,44.70,90.91,100.00,100.00,100.00,9.80,86.29,45.73,31.46,8.12,8.77,0.0018,-9999,7.56,100,100,123.67,12.60,-12.243,9.05,0.59628515,-7777,0.0422,20,1.155,0.01,1.076,0.80,0.000075,5564.50,0.56,462.20,8.75,0,0,12.243,0.0000,0.0000,-6.17,..,2.87,0.00,0.00,4.82,2.54,2.51,-0.52,-3.15,-7.80,-4.20,-8.56,-0.14,-9.50,8.63,-0.49,6.14
48,BHR,Bahrain,Middle East & North Africa,23755.48,Upper,1261835,667.56,0,1,0,,..,..,26.54,82.39,100.00,..,14.99,0.00,57.86,66.67,..,21.48,2.56,82.39,100,..,..,..,3.80,26.17,0.00,7.47,68.82,..,100,0.00,..,..,..,42.73,0.23,0.00,5.93,3.22,0.00,0.0020,0,-9999,-8888,-8888,84.15,3.00,-44.384,1.27,0.38872990,-7777,0.0000,0,-7777,-7777,-9999,0.36,0.974607,28855.52,1.27,665.23,0.00,..,..,44.384,..,..,-6.07,-2.30,..,..,..,4.44,1.12,3.79,-0.94,-7.48,..,..,..,-0.83,-0.03,10.27,0.28,6.50
44,BHS,Bahamas,Americas,22769.92,Upper,342877,13446.90,0,1,0,,..,80.75,..,70.69,100.00,81.64,..,62.57,64.17,0.00,83.43,42.09,..,70.69,100,..,63.27,100,..,..,62.57,79.59,63.55,..,..,0.00,100.00,50.28,100.00,24.22,59.96,..,..,..,..,0.0037,0,-9999,96,100,-9999,-9999,-0.197,13.53,0.22458444,-7777,-9999,0,1.000,0.14,1.000,0.57,0.001361,-9999,-9999,-9999,-9999,4,0,0.197,0.0000,0.0000,-5.52,-2.30,..,1.61,0.00,..,..,-1.62,-1.49,..,-7.80,-1.93,-8.56,-0.44,-6.60,..,..,..
70,BIH,Bosnia and Herzegovina,Eastern Europe & Central Asia,7330.63,Middle,3760149,46410.16,0,0,0,,36.76,69.66,22.67,75.41,55.16,72.68,6.74,47.27,2.88,0.00,72.96,6.64,34.24,75.41,10.31,100,84.18,61.18,9.77,3.71,47.27,2.88,75.14,..,..,0.00,18.88,100.00,100.00,13.29,0.00,49.12,30.80,1.99,39.82,0.0029,49,5.41,99,95,58.88,9.44,-0.742,0.49,0.75102776,-7777,-9999,0,0.916,0.01,1.000,0.74,7.963103,5067.50,0.58,729.22,39.82,1,5,0.742,0.0000,0.0844,-5.74,3.89,2.74,0.69,1.79,4.08,2.25,-0.30,-0.29,..,-2.47,-4.20,-8.56,-0.21,2.07,8.54,-0.47,6.59
112,BLR,Belarus,Eastern Europe & Central Asia,12813.55,Middle,9490500,207643.23,1,0,0,,53.88,84.65,40.70,79.00,100.00,80.59,39.09,40.37,42.47,28.46,93.22,..,26.46,79.00,100,100,100,61.18,36.76,41.41,40.37,42.47,..,..,42.70,0.00,100.00,79.65,100.00,..,..,41.28,26.99,16.74,0.35,0.0024,0,6.83,100,95,11.56,1.35,-1.348,7.22,-7777,-7777,0.0495,0,1.120,0.04,1.023,-7777,-7777,6290.76,0.65,243.51,0.15,0,5,1.348,0.0000,0.0000,-5.91,-2.30,2.82,0.00,1.79,2.47,0.36,0.30,..,-3.00,-7.80,-3.10,-8.56,..,..,8.75,-0.35,5.50
84,BLZ,Belize,Americas,5934.15,Middle,344700,22075.78,0,0,0,,..,65.99,..,66.84,64.18,66.11,..,72.94,97.32,31.83,62.17,24.02,..,66.84,28.37,100,84.18,48.04,..,..,72.94,98.88,95.35,..,47.75,0.00,100.00,58.38,28.14,9.80,38.24,..,..,..,..,0.0045,14,3.78,99,90,-9999,-9999,-0.080,16.81,6.16230208,-7777,0.0331,0,1.421,0.10,0.967,0.80,0.014862,-9999,-9999,-9999,-9999,1,10,0.080,0.0333,0.0000,-5.34,2.65,2.62,0.69,2.40,..,..,-2.52,1.82,-3.39,-7.80,-2.25,-3.40,-0.14,-4.21,..,..,..
60,BMU,Bermuda,Americas,70773.75,Upper,64600,62.45,0,1,0,,..,..,..,..,100.00,..,..,..,52.59,0.00,83.43,53.07,..,..,100,..,..,..,..,..,..,100,45.08,75.10,..,0.00,..,50.28,100.00,12.60,93.54,..,..,..,..,-9999,0,-9999,-9999,-9999,-9999,-9999,-8888,17.00,0.03281937,75.10,-9999,0,-8888,0.14,1.000,0.75,0.000034,-9999,-9999,-9999,-9999,..,..,..,0.0000,..,..,-2.30,..,..,..,..,..,..,-3.42,..,..,-1.93,-8.56,-0.20,-10.30,..,..,..
68,BOL,Bolivia,Americas,4352.61,Middle,9929849,1087070.75,1,0,0,,54.57,41.51,60.17,42.47,58.94,22.18,56.26,45.39,88.41,34.81,45.24,..,54.70,42.47,17.88,100,38.20,6.16,59.67,52.86,45.39,86.24,..,92.77,52.21,0.00,61.65,40.39,33.67,..,..,97.96,37.40,10.27,38.57,0.0149,29,7.23,86,25,2.75,0.73,-0.872,14.66,-7777,92.77,0.0232,0,0.973,0.21,0.974,-7777,-7777,1305.34,0.46,393.86,37.52,14,75,0.872,0.0262,0.0271,-4.19,3.37,2.85,2.71,4.33,1.10,-0.22,-0.14,..,-3.74,-3.59,-1.54,-3.64,..,..,7.20,-0.66,5.98
76,BRA,Brazil,Americas,10055.89,Middle,194946470,8536317.62,0,0,0,,60.90,62.07,60.40,63.96,69.15,51.20,46.08,44.87,76.76,58.29,56.37,28.49,71.64,63.96,38.30,100,68.36,34.03,43.31,48.84,44.87,82.71,80.17,61.08,44.26,86.36,100.00,30.02,39.09,39.79,17.19,87.61,60.64,42.67,89.04,0.0052,7,3.03,97,80,7.73,0.91,-0.912,14.06,1.26849623,61.08,0.0437,19,1.554,0.32,0.979,0.39,0.150768,1743.63,0.20,35.06,84.08,3,20,0.912,0.0207,0.0000,-5.20,1.96,2.57,1.39,3.04,2.08,-0.02,-0.09,0.24,-3.12,-7.80,-1.12,-3.87,-0.77,-1.89,7.48,-1.36,3.57
52,BRB,Barbados,Americas,17564.37,Upper,273331,437.29,0,1,0,,..,90.75,..,81.49,100.00,100.00,..,33.70,13.61,81.82,100.00,50.00,..,81.49,100,..,100,100,..,..,33.70,0.53,13.64,..,..,81.82,..,100.00,100.00,0.00,100.00,..,..,..,..,0.0021,0,-9999,100,100,-9999,-9999,-2.401,0.09,0.00124071,-7777,-9999,18,-8888,0.00,1.000,1.00,0.000016,-9999,-9999,-9999,-9999,0,0,2.401,0.0000,..,-6.03,-2.30,..,0.00,0.00,..,..,0.88,-6.69,..,..,-5.30,-8.56,0.07,-11.05,..,..,..
96,BRN,Brunei Darussalam,Asia & Pacific,45155.61,Upper,398920,5769.38,0,0,0,,62.49,77.76,55.94,86.43,100.00,38.19,37.06,99.64,90.70,44.25,66.73,67.63,5.17,86.43,100,..,43.08,33.29,19.74,54.38,99.64,100,81.40,..,27.74,77.27,100.00,63.68,36.52,..,67.63,0.00,13.70,2.48,0.00,0.0016,0,-9999,88.89,79.27,32.36,0.67,-0.007,17.00,1.44133220,-9999,0.1606,17,1.182,0.08,0.977,-8888,0.000585,20301.67,1.00,703.21,0.00,11,21,0.007,0.0231,0.0000,-6.27,-2.30,..,2.49,3.08,3.49,-0.30,-4.83,0.37,-1.83,-7.80,-2.47,-3.76,..,-7.44,9.92,0.05,6.56
64,BTN,Bhutan,Asia & Pacific,4780.12,Middle,725940,39857.20,1,0,0,,..,42.94,..,39.61,56.44,36.11,..,63.33,91.41,0.00,100.00,..,..,39.61,12.88,100,49.86,22.35,..,..,63.33,95.06,..,84.12,..,0.00,100.00,100.00,100.00,..,..,..,..,..,..,0.0171,41,9.48,92,65,-9999,-9999,-0.184,16.16,-7777,84.12,-9999,0,1.047,0.00,1.017,-7777,-7777,-9999,-9999,-9999,-9999,8,35,0.184,0.0000,0.0000,-4.05,3.72,2.97,2.20,3.58,..,..,-1.69,..,..,-7.80,-5.30,-8.56,..,..,..,..,..
72,BWA,Botswana,Sub-Saharan Africa,12459.21,Middle,2006945,580647.20,1,0,0,,53.74,45.69,57.18,43.76,55.93,39.32,17.48,37.76,100.00,27.58,73.00,..,48.53,43.76,11.86,100,59.11,19.53,14.09,20.87,37.76,100,..,..,41.37,0.00,100.00,100.00,18.99,..,..,80.18,58.49,0.00,0.00,0.0140,44,6.05,95,60,45.45,3.94,-1.689,17.00,-7777,-7777,0.0550,0,3.862,0.01,0.950,-7777,-7777,2144.82,0.22,2072.07,0.00,5,40,1.689,0.0496,0.0000,-4.25,3.79,2.78,1.79,3.71,3.82,1.39,0.52,..,-2.89,-7.80,-4.20,-3.00,..,..,7.68,-1.30,7.64
140,CAF,Central African Republic,Sub-Saharan Africa,707.64,Lower,4401051,624263.86,1,0,0,,..,20.62,..,9.97,48.35,14.21,..,80.75,97.06,59.09,88.36,..,..,9.97,0.15,96.55,19.53,8.89,..,..,80.75,97.06,..,..,..,59.09,100.00,100.00,65.09,..,..,..,..,..,..,0.0704,99,10.22,67,34,-9999,-9999,-0.040,16.50,-7777,-7777,-9999,13,0.993,0.00,0.993,-7777,-7777,-9999,-9999,-9999,-9999,33,66,0.040,0.0066,0.0066,-2.65,4.60,3.01,3.53,4.20,..,..,-3.20,..,..,-4.96,-5.30,-4.99,..,..,..,..,..
124,CAN,Canada,Americas,35243.33,Upper,34108752,9753742.04,0,0,0,,58.41,100.00,40.59,100.00,100.00,100.00,22.43,41.66,53.59,47.82,80.53,18.41,27.81,100,100,100,100,100,8.73,36.12,41.66,44.53,74.91,59.15,24.01,95.45,100.00,41.59,100.00,20.11,16.72,8.67,34.51,22.43,62.21,0.0007,0,4.98,100,100,62.65,1.79,-1.205,7.57,0.73298198,59.15,0.2152,21,1.000,0.20,1.000,0.63,0.158840,15434.07,0.51,159.40,61.11,0,0,1.205,0.0000,0.0000,-6.91,-2.30,2.71,0.00,0.00,4.14,0.62,0.19,-0.31,-1.53,-7.80,-1.58,-8.56,-0.36,-1.84,9.65,-0.58,5.07
756,CHE,Switzerland,Europe,37441.02,Upper,7825243,41271.84,1,0,0,,76.69,93.22,69.61,86.43,100.00,100.00,72.57,50.76,98.06,33.42,78.51,..,58.21,86.43,100,100,100,100,59.32,85.82,50.76,98.06,..,..,2.41,95.45,41.13,94.40,100,..,..,46.57,66.60,68.43,55.56,0.0016,0,6.24,100,100,2.81,0.08,-0.548,16.67,-7777,-7777,1.1671,21,0.953,0.02,1.019,-7777,-7777,5438.20,0.16,4.75,53.69,0,0,0.548,0.0000,0.0468,-6.27,-2.30,2.79,0.00,0.00,1.13,-1.88,-0.60,..,0.16,-3.05,-3.69,-8.56,..,..,8.61,-1.54,1.66
152,CHL,Chile,Americas,13595.90,Middle,17113688,757751.37,0,0,0,,55.34,84.84,42.70,87.57,100.00,64.20,9.88,16.98,57.05,64.41,79.75,17.96,46.30,87.57,100,100,63.27,65.13,6.62,13.15,16.98,59.88,65.37,35.13,48.88,95.45,100.00,39.25,100.00,23.11,12.81,59.21,47.26,11.40,48.83,0.0015,0,6.22,96,96,71.08,5.84,-10.207,10.18,0.27141338,35.13,0.0303,21,1.592,0.22,1.012,0.59,0.244049,3835.52,0.33,362.14,41.79,4,4,10.207,0.0000,0.0000,-6.32,-2.30,2.79,1.61,1.61,4.27,1.78,2.32,-1.30,-3.48,-7.80,-1.49,-8.56,-0.42,-1.41,8.26,-0.96,5.89
156,CHN,China,Asia & Pacific,6810.09,Middle,1338299512,9365944.83,0,0,0,,42.24,46.33,40.49,67.74,19.70,30.17,18.16,12.16,65.65,41.13,93.22,16.07,31.03,67.74,10.61,28.78,43.29,17.04,23.99,12.33,12.16,64.35,71.85,68.32,38.97,45.45,100.00,79.65,100.00,32.14,0.00,48.67,31.66,1.95,17.46,0.0043,48,30.73,89,55,25.06,6.09,-15.492,10.94,0.53297690,68.32,0.0664,10,1.108,0.04,1.072,0.47,1.969777,5130.91,0.56,731.36,17.40,11,45,15.492,0.0000,0.0000,-5.38,3.87,3.71,2.48,3.83,3.23,1.82,2.74,-0.63,-2.70,-7.80,-3.10,-8.56,-0.61,0.68,8.55,-0.49,6.60
384,CIV,Côte d'Ivoire,Sub-Saharan Africa,1703.61,Lower,19737800,323297.51,0,0,0,,53.55,25.53,65.56,19.38,45.28,18.06,71.05,42.01,80.67,66.67,91.61,27.82,62.99,19.38,2.18,88.39,30.52,5.60,79.06,63.05,42.01,100,26.71,96.46,100,0.00,74.82,100.00,100.00,10.12,45.53,100.00,59.74,9.22,37.97,0.0450,86,11.68,80,23,0.68,0.41,-1.169,17.00,0.00484305,96.46,-0.2909,0,0.981,0.01,1.000,0.79,0.006663,289.16,0.21,425.86,35.92,20,77,1.169,0.0002,0.0190,-3.09,4.46,3.08,3.04,4.36,-0.05,-0.73,0.16,-5.33,-7.48,-3.94,-4.20,-7.86,-0.14,-5.01,5.76,-1.34,6.06
