code,ISO3V10,Country,Regions,GDPCAP,GDPgroup,Population,Landarea,Landlock,No_forest,No_electricity,No_AZE,EPI,EH,EV,EHEH,EHAIR,EHWATER,EVAIR,EVWATER,EVBH,EVAG,EVFOREST,EVFISH,CLIMATE,CHMORT_pt,INDOOR_pt,PM25_pt,WATSUP_pt,ACSAT_pt,SO2CAP_pt,SO2GDP_pt,WATUSE_pt,PACOV_pt,MPAEEZ_pt,AZE_pt,AGSUB_pt,POPs_pt,FORGRO_pt,FORLOSS_pt,FORCOV_pt,FSOC_pt,TCEEZ_pt,CO2CAP_pt,CO2GDP_pt,CO2KWH_pt,RENEW_pt,CHMORT_mrya,INDOOR_mrya,PM25_mrya,WATSUP_mrya,ACSAT_mrya,SO2CAP_mrya,SO2GDP_mrya,WATUSE_mrya,PACOV_mrya,MPAEEZ_mrya,AZE_mrya,AGSUB_mrya,POPs_mrya,FORGRO_mrya,FORLOSS_mrya,FORCOV_mrya,FSOC_mrya,TCEEZ_mrya,CO2CAP_mrya,CO2GDP_mrya,CO2KWH_mrya,RENEW_mrya,WATSUPINV,ACSATINV,WATUSEINV,FORCOVINV,FORGROINV,CHMORT_tr,INDOOR_tr,PM25_tr,WATSUP_tr,ACSAT_tr,SO2CAP_tr,SO2GDP_tr,WATUSE_tr,MPAEEZ_tr,AGSUB_tr,FORGRO_tr,FORLOSS_tr,FORCOV_tr,FSOC_tr,TCEEZ_tr,CO2CAP_tr,CO2GDP_tr,CO2KWH_tr
616,POL,Poland,Europe,17336.67,Upper,38187488,311370.35,0,0,0,,63.47,89.22,52.43,91.43,100.00,74.02,25.36,32.77,98.81,48.62,91.54,27.63,25.91,91.43,100,100,100,48.04,19.78,30.94,32.77,100,81.39,..,25.20,95.45,100,74.61,100.00,29.80,25.45,34.82,34.94,4.21,5.74,0.0012,0,7.39,100,90,32.29,2.34,-2.601,17.00,1.43994921,-7777,0.1960,21,1.099,0.05,1.015,0.50,0.060764,7516.17,0.50,618.09,2.28,0,10,2.601,0.0000,0.0000,-6.50,-2.30,2.86,0.00,2.40,3.48,0.88,0.96,0.36,-1.63,-7.80,-2.90,-8.56,-0.56,-2.80,8.93,-0.59,6.43
630,PRI,Puerto Rico,Americas,15935.49,Upper,3978702,9019.05,0,0,0,,..,..,..,87.57,100.00,..,..,27.29,53.05,0.00,66.67,44.34,..,87.57,100,..,..,..,..,..,27.29,48.00,59.58,35.06,..,0.00,0.00,100.00,100.00,42.73,45.95,..,..,..,..,0.0015,0,-9999,-8888,-8888,-9999,-9999,-4.181,8.16,0.14855595,35.06,-9999,0,0.721,0.01,1.087,0.36,0.006365,-9999,-9999,-9999,-9999,..,..,4.181,0.0000,0.2792,-6.32,-2.30,..,..,..,..,..,1.43,-1.91,..,-1.27,-4.20,-8.56,-0.83,-5.06,..,..,..
408,PRK,North Korea,Asia & Pacific,1677.42,Lower,24346229,122682.36,0,0,0,,..,..,..,..,..,..,..,..,..,..,..,..,..,57.40,..,93.38,100,19.01,38.44,12.18,31.12,14.00,49.08,..,100,0.00,17.42,74.61,2.69,100.00,23.00,70.97,0.00,7.10,59.09,0.0072,-9999,10.76,100,59,10.43,6.14,-3.002,2.38,0.04977515,-7777,0.0000,0,0.912,0.05,0.900,0.00,0.079537,2769.27,1.63,498.74,59.09,0,41,3.002,0.1005,0.0877,-4.89,..,3.03,0.00,3.74,2.37,1.83,1.10,-3.00,-7.48,-2.43,-2.90,-2.30,-2.64,-2.53,7.94,0.52,6.21
620,PRT,Portugal,Europe,21658.22,Upper,10642841,92013.56,0,0,0,,57.64,93.05,42.46,90.06,100.00,92.09,37.74,11.68,66.16,50.65,33.65,22.95,43.23,90.06,100,100,84.18,100,27.51,47.97,11.68,49.00,57.18,94.37,30.51,90.91,0.00,0.95,100.00,14.37,31.54,49.62,52.26,13.52,36.96,0.0013,0,3.71,99,100,20.27,0.95,-16.145,8.33,0.11574247,94.37,0.1291,20,0.531,1.03,1.006,0.72,0.031093,4998.02,0.28,309.41,32.75,1,0,16.145,0.0000,0.4686,-6.44,-2.30,2.62,0.69,0.00,3.02,0.03,2.78,-2.16,-2.04,-0.76,0.03,-8.56,-0.23,-3.47,8.52,-1.11,5.74
600,PRY,Paraguay,Americas,4656.36,Middle,6454548,401294.15,1,0,0,,52.40,52.18,52.50,60.76,55.30,31.90,62.28,45.25,21.29,64.46,19.37,..,89.49,60.76,10.61,100,38.20,25.59,64.93,59.64,45.25,31.94,..,0.00,51.24,90.91,..,18.96,19.57,..,..,100.00,69.98,100,100,0.0061,48,2.66,86,70,1.93,0.50,-0.883,5.43,-7777,0.00,0.0251,20,-8888,0.50,0.952,-7777,-7777,639.46,0.14,0.00,100.00,14,30,0.883,0.0483,..,-5.05,3.87,2.54,2.71,3.43,0.79,-0.56,-0.12,..,-3.66,..,-0.68,-3.03,..,..,6.51,-1.64,-0.69
275,PSE,Occupied Palestinian Territory,Middle East & North Africa,2900.00,Middle,4152102,6237.68,0,1,0,,..,52.51,..,72.92,17.39,46.81,..,..,4.65,0.00,100.00,16.49,..,72.92,17.39,..,47.45,46.16,..,..,..,4.65,..,..,..,0.00,..,100.00,100.00,15.57,17.40,..,..,..,..,0.0033,30,-9999,91,89,-9999,-9999,-8888,0.79,-9999,-7777,-9999,0,-8888,0.00,1.000,0.70,0.147352,-9999,-9999,-9999,-9999,9,11,..,0.0000,..,-5.63,3.40,..,2.30,2.48,..,..,..,..,..,..,-5.30,-8.56,-0.26,-1.91,..,..,..
258,PYF,French Polynesia,Asia & Pacific,18225.00,Upper,270764,4248.00,0,1,0,,..,..,..,79.00,..,88.10,..,..,16.60,0.00,100.00,51.12,..,79.00,..,..,100,76.20,..,..,..,2.06,21.54,1.82,..,0.00,..,..,100.00,14.70,87.54,..,..,..,..,0.0024,-9999,-9999,100,98,-9999,-9999,-8888,0.35,0.00282578,1.82,-9999,0,-8888,-7777,1.192,0.71,0.000065,-9999,-9999,-9999,-9999,0,2,..,0.0000,..,-5.91,..,..,0.00,1.10,..,..,..,-5.87,..,..,..,-8.56,-0.24,-9.63,..,..,..
634,QAT,Qatar,Middle East & North Africa,73196.38,Upper,1758793,11314.80,0,1,0,,46.59,89.90,28.03,79.80,100.00,100.00,32.70,6.02,40.19,66.67,..,52.02,3.66,79.80,100,..,100,100,12.42,52.98,6.02,13.88,54.36,..,100,0.00,..,..,..,71.31,32.73,0.00,0.00,24.37,0.00,0.0023,0,-9999,100,100,50.23,0.72,-26.365,2.36,0.08621118,-7777,0.0000,0,-7777,-7777,-8888,0.17,0.027251,40117.16,1.55,137.93,0.00,0,0,26.365,..,..,-5.95,-2.30,..,0.00,0.00,3.92,-0.23,3.27,-2.45,-7.48,..,..,..,-1.44,-3.60,10.60,0.47,4.93
638,REU,Réunion,Sub-Saharan Africa,6200.00,Middle,-9999,2525.06,0,0,0,,..,..,..,100.00,..,..,..,32.35,51.24,0.00,100.00,82.55,..,100,..,..,..,..,..,..,32.35,100,34.46,100,..,0.00,..,100.00,100.00,65.10,100.00,..,..,..,..,0.0003,-9999,-9999,-9999,-9999,-9999,-9999,-2.699,17.00,0.01085660,100.00,-9999,0,-8888,0.01,1.035,0.20,0.000004,-9999,-9999,-9999,-9999,..,..,2.699,0.0000,..,-7.42,..,..,..,..,..,..,0.99,-4.52,..,..,-4.20,-8.56,-1.30,-12.49,..,..,..
642,ROU,Romania,Europe,10929.43,Middle,21442012,237127.99,0,0,0,,48.34,60.67,43.05,77.49,60.64,27.04,21.39,25.72,45.33,51.63,93.22,39.70,41.82,77.49,21.29,100,..,27.04,19.56,23.21,25.72,40.24,95.94,..,32.00,90.91,100,79.65,100.00,3.74,75.66,61.03,42.36,10.60,26.94,0.0026,23,8.52,-8888,72,32.71,3.49,-4.790,6.84,6.55034782,-7777,0.1149,20,1.032,0.04,1.028,0.92,0.000242,3647.55,0.39,384.43,26.92,..,28,4.790,0.0000,0.0000,-5.84,3.14,2.92,..,3.37,3.50,1.27,1.57,1.88,-2.16,-7.80,-3.10,-8.56,-0.01,-8.33,8.21,-0.81,5.95
643,RUS,Russia,Eastern Europe & Central Asia,14182.56,Upper,141750000,16826303.43,0,0,0,,45.43,60.93,38.79,60.76,69.15,53.04,19.28,45.43,62.75,20.05,86.96,19.37,17.92,60.76,38.30,100,63.27,42.82,15.51,23.05,45.43,53.35,87.96,..,30.08,0.00,100,60.89,100.00,26.13,12.61,21.66,13.59,19.62,17.64,0.0061,7,6.37,96,87,41.74,3.52,-0.869,9.07,2.85445751,-7777,0.1336,0,1.013,0.09,1.000,0.55,0.249727,10800.25,1.00,196.52,17.64,4,13,0.869,0.0000,0.0000,-5.05,1.96,2.80,1.61,2.64,3.74,1.28,-0.14,1.05,-2.01,-7.80,-2.35,-8.56,-0.48,-1.39,9.29,0.05,5.28
646,RWA,Rwanda,Sub-Saharan Africa,1043.57,Lower,10624005,25375.08,1,0,0,,..,29.66,..,30.64,39.97,17.40,..,48.30,70.97,0.00,70.63,..,..,30.64,0.15,79.79,18.22,16.58,..,..,48.30,56.94,..,99.04,..,0.00,11.90,100.00,100.00,..,..,..,..,..,..,0.0263,99,13.45,65,54,-9999,-9999,-0.678,9.68,-7777,99.04,-9999,0,0.898,0.00,1.130,-7777,-7777,-9999,-9999,-9999,-9999,35,46,0.678,0.0000,0.1015,-3.63,4.60,3.15,3.58,3.85,..,..,-0.39,..,..,-2.28,-5.30,-8.56,..,..,..,..,..
682,SAU,Saudi Arabia,Middle East & North Africa,20374.33,Upper,27448086,1960597.02,0,1,0,,49.97,71.29,40.84,76.77,86.32,45.28,18.81,11.86,98.95,65.21,50.00,21.10,6.68,76.77,100,72.64,45.28,..,10.21,27.42,11.86,100,82.39,..,50.09,95.45,0.00,..,100.00,24.38,17.83,6.99,10.51,3.73,0.00,0.0027,0,15.11,90,-8888,57.35,2.81,-15.896,17.00,1.59808953,-7777,0.0275,21,0.349,-8888,1.000,0.57,0.140498,16166.11,1.10,640.45,0.00,10,..,15.896,0.0000,0.6507,-5.81,-2.30,3.22,2.40,..,4.05,1.06,2.77,0.47,-3.57,-0.43,..,-8.56,-0.45,-1.96,9.69,0.14,6.46
736,SDN,Sudan,Middle East & North Africa,2023.45,Lower,43551941,2510435.52,0,0,0,,46.00,25.02,54.99,25.08,38.68,11.27,67.06,33.42,29.05,96.97,92.34,28.26,68.17,25.08,4.75,72.60,13.64,8.89,75.95,58.16,33.42,28.88,39.28,..,100,90.91,100,100,77.01,24.22,32.31,100,69.28,11.65,47.81,0.0343,72,15.12,57,34,0.87,0.54,-2.460,4.91,0.01793515,-7777,-0.0750,20,1.035,0.00,0.996,0.57,0.028566,313.65,0.15,355.45,47.81,43,66,2.460,0.0039,0.0000,-3.36,4.28,3.22,3.78,4.20,0.13,-0.49,0.90,-4.02,-7.48,-7.80,-5.30,-5.51,-0.44,-3.56,5.84,-1.62,5.87
686,SEN,Senegal,Sub-Saharan Africa,1732.20,Lower,12433728,197362.90,0,0,1,,46.73,22.54,57.10,22.22,27.65,18.07,48.60,29.75,90.05,18.54,67.22,14.73,65.66,22.22,9.73,45.56,20.91,15.23,59.56,37.64,29.75,99.47,77.43,..,27.81,0.00,65.08,100.00,36.59,21.25,8.21,100.00,57.14,5.38,10.22,0.0393,51,23.44,69,51,2.77,1.65,-3.378,16.91,0.95341575,-7777,0.1597,0,0.975,0.00,0.977,0.61,0.404943,419.72,0.23,566.57,8.47,31,49,3.378,0.0231,0.0247,-3.23,3.93,3.51,3.47,3.91,1.11,0.55,1.22,-0.05,-1.83,-3.68,-5.30,-3.76,-0.38,-0.90,6.11,-1.26,6.34
702,SGP,Singapore,Asia & Pacific,51969.47,Upper,5076700,671.15,0,0,0,,56.36,100.00,37.65,100.00,100.00,100.00,31.23,14.49,34.06,98.48,79.39,18.39,28.26,100,100,..,100,100,14.72,47.74,14.49,28.47,80.22,..,100,95.45,..,38.16,100,36.79,0.00,28.33,49.56,6.57,0.10,0.0004,0,-9999,100,100,43.75,0.96,-12.666,4.84,1.27431387,-7777,0.0000,21,-8888,0.23,1.000,0.42,9.637635,8987.55,0.31,518.89,0.00,0,0,12.666,0.0000,..,-7.26,-2.30,..,0.00,0.00,3.78,0.04,2.54,0.24,-7.48,..,-1.45,-8.56,-0.71,2.27,9.11,-1.03,6.25
654,SHN,Saint Helena,Sub-Saharan Africa,2805.75,Middle,7670,268.63,0,1,0,,..,..,..,..,..,..,..,..,6.36,0.00,100.00,56.87,..,..,..,..,..,..,..,..,..,86.12,8.47,0.00,..,0.00,..,..,100.00,32.11,81.64,..,..,..,..,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8888,14.64,0.00072356,0.00,-9999,0,-8888,-7777,1.000,0.47,0.000125,-9999,-9999,-9999,-9999,..,..,..,0.0000,..,..,..,..,..,..,..,..,..,-7.23,..,..,..,-8.56,-0.61,-8.98,..,..,..
744,SJM,Svalbard and Jan Mayen Islands,Europe,..,..,2067,61249.29,0,1,0,,..,..,..,..,..,..,..,100.00,99.92,0.00,..,24.25,..,..,..,..,..,..,..,..,100,100,99.90,..,..,0.00,..,..,..,23.74,24.76,..,..,..,..,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.000,17.00,9.89615890,-7777,-9999,0,-9999,-8888,-8888,0.58,0.065524,-9999,-9999,-9999,-9999,..,..,0.000,..,..,..,..,..,..,..,..,..,-7.41,2.29,..,..,..,..,-0.43,-2.73,..,..,..
90,SLB,Solomon Islands,Asia & Pacific,2430.10,Middle,538148,28604.16,0,0,0,,..,41.84,..,50.90,50.60,14.95,..,100.00,28.27,66.67,60.29,50.00,..,50.90,1.21,100,21.63,8.26,..,..,100,0.53,38.45,0.00,100,0.00,..,79.65,50.61,0.00,100,..,..,..,..,0.0099,92,0.37,70,32,-9999,-9999,-0.002,0.09,0.01645054,0.00,0.0000,0,-8888,0.04,0.988,1.00,0.000017,-9999,-9999,-9999,-9999,30,68,0.002,0.0125,..,-4.59,4.52,2.34,3.43,4.23,..,..,-6.14,-4.11,-7.48,..,-3.10,-4.37,0.07,-11.01,..,..,..
694,SLE,Sierra Leone,Sub-Saharan Africa,741.69,Lower,5867536,72840.83,0,0,0,,..,19.63,..,12.37,47.35,6.41,..,85.04,9.53,66.67,51.47,31.77,..,12.37,0.15,94.56,9.83,2.99,..,..,85.04,29.06,0.00,..,100,0.00,..,100,27.20,43.91,19.64,..,..,..,..,0.0628,99,10.56,49,13,-9999,-9999,-0.028,4.94,0.00000000,-7777,0.0000,0,-8888,0.01,0.965,0.35,0.115168,-9999,-9999,-9999,-9999,51,87,0.028,0.0347,..,-2.76,4.60,3.02,3.95,4.48,..,..,-3.57,-13.66,-7.48,..,-4.20,-3.36,-0.86,-2.16,..,..,..
222,SLV,El Salvador,Americas,6048.05,Middle,6192993,20463.38,0,0,0,,52.08,59.43,48.94,67.74,60.93,41.30,51.90,47.78,39.13,52.86,40.43,24.70,67.44,67.74,21.86,100,39.78,42.82,52.20,51.61,47.78,4.88,63.19,0.00,47.47,63.64,..,100.00,10.64,16.35,33.04,100.00,61.83,15.64,56.34,0.0043,22,5.19,87,87,4.44,0.78,-0.709,0.83,0.21640542,0.00,0.0339,14,-8888,0.00,0.929,0.69,0.026335,1102.16,0.20,264.34,52.33,13,13,0.709,0.0712,..,-5.38,3.10,2.72,2.64,2.64,1.55,-0.16,-0.34,-1.53,-3.37,..,-5.30,-2.64,-0.28,-3.64,7.03,-1.40,5.58
674,SMR,San Marino,Europe,33734.78,Upper,31534,61.68,1,1,0,,..,..,..,..,100.00,..,..,..,0.00,0.00,100.00,..,..,..,100,..,..,..,..,..,..,0.00,..,..,..,0.00,..,100.00,..,..,..,..,..,..,..,-9999,0,-9999,-8888,-8888,-9999,-9999,-8888,0.00,-7777,-7777,-9999,0,-7777,0.00,-8888,-7777,-7777,-9999,-9999,-9999,-9999,..,..,..,..,..,..,-2.30,..,..,..,..,..,..,..,..,..,-5.30,..,..,..,..,..,..
706,SOM,Somalia,Sub-Saharan Africa,559.14,Lower,9330872,636982.73,0,0,0,,..,18.25,..,9.41,50.00,4.16,..,28.65,1.16,0.00,72.36,59.47,..,9.41,0.00,100,2.72,5.60,..,..,28.65,3.41,0.00,0.00,..,0.00,100,100,17.08,53.22,65.72,..,..,..,..,0.0723,100,5.91,30,23,-9999,-9999,-3.717,0.58,0.00000117,0.00,-9999,0,1.076,0.01,0.946,0.28,0.000723,-9999,-9999,-9999,-9999,70,77,3.717,0.0538,0.0000,-2.62,4.61,2.77,4.26,4.36,..,..,1.31,-12.97,..,-7.80,-4.20,-2.92,-1.05,-7.23,..,..,..
666,SPM,Saint Pierre and Miquelon,Americas,7427.00,Middle,5943,225.98,0,0,0,,..,..,..,..,..,..,..,100.00,73.23,0.00,66.67,25.52,..,..,..,..,..,..,..,..,100,100,72.56,..,..,0.00,..,0.00,100.00,0.00,51.04,..,..,..,..,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.001,17.00,0.57384744,-7777,-9999,0,-8888,1.07,1.000,1.00,0.003635,-9999,-9999,-9999,-9999,..,..,0.001,0.0000,..,..,..,..,..,..,..,..,-6.51,-0.56,..,..,0.07,-8.56,0.07,-5.62,..,..,..
688,SRB,Serbia,Europe,10178.69,Middle,7292574,92633.31,1,0,0,,46.14,72.69,34.76,82.39,57.69,68.29,0.00,32.61,35.00,68.18,100.00,..,20.11,82.39,15.59,99.79,84.18,52.39,0.00,0.00,32.61,35.00,..,..,..,68.18,100,100,100,..,..,41.12,3.00,3.73,27.37,0.0020,34,9.69,99,92,133.49,15.70,-2.639,-8888,-7777,-7777,-9999,15,1.547,0.01,1.096,-7777,-7777,6319.72,1.40,640.88,27.37,1,8,2.639,0.0000,0.0000,-6.07,3.53,2.98,0.69,2.20,4.90,2.76,0.97,..,..,-7.80,-4.20,-8.56,..,..,8.76,0.37,6.46
678,STP,Sao Tome and Principe,Sub-Saharan Africa,1699.44,Lower,165397,1008.86,0,0,0,,..,..,..,32.38,..,24.87,..,34.38,0.00,66.67,90.14,47.20,..,32.38,..,..,43.29,6.45,..,..,34.38,0.00,0.00,0.00,100,0.00,100,70.42,100.00,37.75,56.64,..,..,..,..,0.0242,-9999,-9999,89,26,-9999,-9999,-2.263,0.00,0.00000000,0.00,0.0000,0,1.000,0.06,1.000,0.41,0.001962,-9999,-9999,-9999,-9999,11,74,2.263,0.0000,0.0000,-3.71,..,..,2.48,4.32,..,..,0.82,-13.66,-7.48,-7.80,-2.73,-8.56,-0.73,-6.23,..,..,..
740,SUR,Suriname,Americas,6929.86,Middle,524636,147205.38,0,0,0,,..,64.02,..,55.26,100.00,45.58,..,33.30,69.25,66.67,98.13,61.02,..,55.26,..,100,52.55,38.61,..,..,33.30,58.82,82.03,..,100,0.00,100,94.40,100,100,22.04,..,..,..,..,0.0080,-9999,3.89,93,84,-9999,-9999,-2.484,10.00,1.53855471,-7777,0.0000,0,1.529,0.02,0.999,0.00,0.088374,-9999,-9999,-9999,-9999,7,16,2.484,0.0012,0.0000,-4.79,..,2.63,2.08,2.83,..,..,0.91,0.43,-7.48,-7.80,-3.69,-6.56,-2.64,-2.43,..,..,..
703,SVK,Slovakia,Europe,19244.15,Upper,5433456,48985.49,1,0,0,,66.62,94.39,54.72,88.78,100.00,100.00,39.52,31.83,84.47,49.56,83.43,..,36.18,88.78,100,100,100,100,31.59,47.45,31.83,84.47,..,..,31.16,86.36,100,50.28,100,..,..,42.26,44.49,19.80,18.95,0.0014,0,7.92,100,100,15.83,0.98,-2.822,14.36,-7777,-7777,0.1228,19,1.040,0.14,1.001,-7777,-7777,6123.59,0.36,193.92,16.88,0,0,2.822,0.0000,0.0000,-6.38,-2.30,2.89,0.00,0.00,2.78,0.05,1.04,..,-2.09,-7.80,-1.93,-8.56,..,..,8.72,-0.88,5.27
705,SVN,Slovenia,Europe,24982.47,Upper,2052821,20265.26,0,0,0,,62.25,88.05,51.20,96.15,67.81,92.09,37.31,46.65,76.88,46.04,98.13,8.05,35.20,96.15,35.61,100,84.18,100,26.24,48.38,46.65,76.88,74.16,..,25.88,86.36,100,94.40,100,6.87,9.23,35.28,46.71,13.44,29.91,0.0009,8,5.67,99,100,21.88,0.93,-0.782,13.07,0.67776582,-7777,0.1858,19,1.165,0.02,1.008,0.86,0.362210,7421.48,0.34,311.20,28.76,1,0,0.782,0.0000,0.0000,-6.73,2.15,2.75,0.69,0.00,3.10,0.01,-0.24,-0.39,-1.68,-7.80,-3.69,-8.56,-0.08,-1.02,8.92,-0.94,5.74
752,SWE,Sweden,Europe,33686.25,Upper,9379116,443016.37,0,0,0,,68.82,100.00,55.45,100.00,100.00,100.00,66.10,51.49,52.14,53.51,82.35,23.23,57.85,100,100,100,100,100,52.48,79.72,51.49,46.24,87.81,..,32.54,95.45,100,47.04,100,18.16,28.30,53.55,69.38,40.37,58.43,0.0006,0,2.59,100,100,4.36,0.13,-0.514,7.86,2.80857178,-7777,0.1101,21,1.064,0.16,1.000,0.66,0.044401,4484.94,0.15,41.68,50.04,0,0,0.514,0.0000,0.0000,-7.01,-2.30,2.53,0.00,0.00,1.53,-1.57,-0.66,1.03,-2.20,-7.80,-1.80,-8.56,-0.31,-3.11,8.41,-1.63,3.74
748,SWZ,Swaziland,Sub-Saharan Africa,4548.22,Middle,1186056,17448.67,1,0,0,,..,30.56,..,24.59,54.06,18.98,..,31.54,17.71,66.67,67.20,..,..,24.59,8.13,100,20.91,17.04,..,..,31.54,17.71,..,..,100,0.00,96.99,4.60,100,..,..,..,..,..,..,0.0351,57,4.02,69,55,-9999,-9999,-2.893,3.01,-7777,-7777,0.0000,0,0.990,0.89,1.041,-7777,-7777,-9999,-9999,-9999,-9999,31,45,2.893,0.0000,0.0104,-3.34,4.04,2.64,3.47,3.83,..,..,1.06,..,-7.48,-4.53,-0.11,-8.56,..,..,..,..,..
690,SYC,Seychelles,Sub-Saharan Africa,20848.30,Upper,86525,522.27,0,0,0,,..,..,..,..,100.00,..,..,..,39.53,0.00,100.00,57.50,..,..,100,..,..,..,..,..,..,75.00,39.56,39.41,..,0.00,100,100,100,18.75,96.24,..,..,..,..,-9999,0,-9999,-8888,-8888,-9999,-9999,-8888,12.75,0.01847055,39.41,-9999,0,1.000,0.00,1.000,0.65,0.000025,-9999,-9999,-9999,-9999,..,..,..,0.0000,0.0000,..,-2.30,..,..,..,..,..,..,-3.99,..,-7.80,-5.30,-8.56,-0.33,-10.59,..,..,..
760,SYR,Syria,Middle East & North Africa,4742.82,Middle,20446609,186912.01,0,0,0,,42.75,74.95,28.95,82.39,80.83,54.21,27.39,7.64,5.74,74.23,78.38,24.10,33.63,82.39,100,61.65,43.29,65.13,32.41,22.38,7.64,3.76,64.17,..,70.44,81.82,..,35.15,100,23.00,25.21,70.13,22.11,4.71,4.31,0.0020,0,18.07,89,96,15.06,3.64,-22.906,0.64,0.23953879,-7777,0.0052,18,-8888,0.26,1.065,0.59,0.062349,2835.14,0.76,595.73,4.31,11,4,22.906,0.0000,..,-6.07,-2.30,3.33,2.48,1.61,2.73,1.31,3.13,-1.43,-5.16,..,-1.33,-8.56,-0.42,-2.78,7.96,-0.20,6.39
796,TCA,Turks and Caicos Islands,Americas,11988.75,Middle,38354,991.22,0,1,0,,..,..,..,..,..,68.05,..,100.00,55.88,0.00,83.43,72.05,..,..,..,..,74.93,61.18,..,..,100,99.47,55.57,..,..,0.00,..,50.28,100,100,44.11,..,..,..,..,-9999,-9999,-9999,98,95,-9999,-9999,0.000,16.91,0.09780382,-7777,-9999,0,-8888,0.14,1.000,0.00,0.007794,-9999,-9999,-9999,-9999,2,5,0.000,0.0000,..,..,..,..,1.10,1.79,..,..,-7.41,-2.32,..,..,-1.93,-8.56,-2.64,-4.85,..,..,..
148,TCD,Chad,Sub-Saharan Africa,1229.06,Lower,11227208,1272812.69,1,0,0,,..,14.41,..,5.80,39.90,6.15,..,41.30,55.41,68.26,61.15,..,..,5.80,1.85,77.96,10.27,2.02,..,..,41.30,55.41,..,..,79.67,45.45,55.25,100.00,28.21,..,..,..,..,..,..,0.0858,88,13.86,50,9,-9999,-9999,-1.243,9.42,-7777,-7777,0.0022,10,0.968,0.00,0.967,-7777,-7777,-9999,-9999,-9999,-9999,50,91,1.243,0.0332,0.0321,-2.45,4.48,3.17,3.93,4.52,..,..,0.22,..,-5.89,-3.43,-5.30,-3.40,..,..,..,..,..
768,TGO,Togo,Sub-Saharan Africa,895.27,Lower,6027798,57362.93,0,0,1,,48.66,22.71,59.78,20.34,41.17,9.00,69.96,44.96,53.01,86.36,33.33,40.73,75.16,20.34,0.29,82.04,15.25,2.74,82.74,57.18,44.96,66.35,0.00,..,100,59.09,..,100,0.00,36.81,44.66,100,72.89,22.49,75.40,0.0430,98,12.96,60,12,0.49,0.57,-0.906,11.28,0.00000000,-7777,-0.0009,13,-8888,0.00,0.744,0.42,0.007335,169.85,0.13,158.73,73.81,40,88,0.906,0.2565,..,-3.14,4.59,3.13,3.71,4.49,-0.27,-0.44,-0.10,-13.66,-7.48,..,-5.30,-1.36,-0.71,-4.92,5.29,-1.73,5.07
764,THA,Thailand,Asia & Pacific,7672.38,Middle,69122234,516845.15,0,0,0,,59.98,71.37,55.09,87.57,40.30,70.03,42.94,18.22,78.91,93.94,86.96,34.17,39.19,87.57,20.02,60.57,74.93,65.13,42.50,43.39,18.22,77.65,82.24,..,100,81.82,100,60.89,100,66.34,2.00,63.98,40.75,8.06,8.86,0.0015,25,18.38,98,96,8.13,1.22,-9.169,13.20,1.57359841,-7777,-0.0063,18,1.307,0.09,1.004,0.19,0.802249,3361.68,0.41,464.45,4.82,2,4,9.169,0.0000,0.0000,-6.32,3.22,3.35,1.10,1.61,2.13,0.26,2.22,0.45,-7.48,-7.80,-2.35,-8.56,-1.33,-0.22,8.13,-0.76,6.14
762,TJK,Tajikistan,Eastern Europe & Central Asia,1940.14,Lower,6878637,142132.02,1,1,0,,38.78,40.74,37.94,40.73,41.74,39.74,38.04,19.08,24.35,0.00,69.29,..,73.55,40.73,22.54,60.94,21.63,57.84,51.06,25.03,19.08,24.35,..,..,..,0.00,73.67,34.22,100,..,..,100,48.84,45.10,97.97,0.0162,21,18.28,70,94,4.77,3.18,-8.511,4.14,-7777,-7777,-9999,0,0.980,0.27,1.000,-7777,-7777,398.16,0.31,29.20,97.97,30,6,8.511,0.0000,0.0196,-4.10,3.05,3.34,3.43,1.95,1.62,1.18,2.14,..,..,-3.91,-1.29,-8.56,..,..,6.06,-1.01,3.39
772,TKL,Tokelau,Asia & Pacific,1228.60,Lower,1400,14.79,0,1,0,,..,..,..,..,100.00,..,..,..,40.28,0.00,..,43.32,..,..,100,..,..,..,..,..,..,41.29,40.28,..,..,0.00,..,..,..,0.00,86.64,..,..,..,..,-9999,0,-9999,-8888,-8888,-9999,-9999,-8888,7.02,0.01990016,-7777,-9999,0,-7777,-7777,-8888,1.00,0.000072,-9999,-9999,-9999,-9999,..,..,..,..,..,..,-2.30,..,..,..,..,..,..,-3.92,..,..,..,..,0.07,-9.54,..,..,..
795,TKM,Turkmenistan,Eastern Europe & Central Asia,7077.83,Middle,5041995,479839.97,1,1,0,,31.75,59.92,19.67,43.17,97.57,55.77,16.75,5.35,17.88,66.67,100.00,..,14.42,43.17,100,95.13,35.34,76.20,21.39,12.12,5.35,17.88,..,..,100,0.00,100,..,100,..,..,26.15,14.66,0.92,0.02,0.0144,0,10.46,84,98,29.31,6.16,-27.942,3.04,-7777,-7777,0.0000,0,1.000,-8888,1.000,-7777,-7777,9544.39,0.97,789.60,0.02,16,2,27.942,0.0000,0.0000,-4.22,-2.30,3.02,2.83,1.10,3.39,1.83,3.33,..,-7.48,-7.80,..,-8.56,..,..,9.17,0.02,6.67
